title,url,pageid,state,level,description,instance_of,founded,website,school_district,nces_id,postal_code,wikidata_qid,lat,lon,pageviews_60d,thumbnail,source_category
"John Jay High School (Hopewell Junction, New York)","https://en.wikipedia.org/wiki/John_Jay_High_School_(Hopewell_Junction,_New_York)",7227559,New York,high,Public secondary school in the United States,high school,1969,http://www.wappingersschools.org/johnjay/site/default.asp,Wappingers Central School District,362988004018,,Q6241701,,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/John_Jay_High_School_entrance_portico%2C_Hopewell_Junction%2C_NY.jpg/330px-John_Jay_High_School_entrance_portico%2C_Hopewell_Junction%2C_NY.jpg,"Public high schools in Dutchess County, New York"
John L. Miller Great Neck North High School,https://en.wikipedia.org/wiki/John_L._Miller_Great_Neck_North_High_School,3773699,New York,high,"Public school in Great Neck, New York, United States",high school,1929,http://www.greatneck.k12.ny.us/GNPS/NHS/index.html,Great Neck School District,361251001016,11023,Q6243649,40.8,-73.74055556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/John_Miller_Great_Neck_North_High_School%2C_Great_Neck%2C_NY_August_14%2C_2022.jpg/330px-John_Miller_Great_Neck_North_High_School%2C_Great_Neck%2C_NY_August_14%2C_2022.jpg,"Schools in Nassau County, New York"
John S. Burke Catholic High School,https://en.wikipedia.org/wiki/John_S._Burke_Catholic_High_School,14503506,New York,high,"Private, co-educational school in Goshen, , New York, United States",high school,1963,,,,10924,Q6256196,41.40972222,-74.34194444,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/John_S_Burke_Catholic_High_School_main_entrance.jpg/330px-John_S_Burke_Catholic_High_School_main_entrance.jpg,"Schools in Orange County, New York"
John V. Lindsay Wildcat Academy Charter School,https://en.wikipedia.org/wiki/John_V._Lindsay_Wildcat_Academy_Charter_School,56497568,New York,high,Public school in New York City,school,,,,,,Q48744053,,,0,,High schools in New York City
Johnson City High School (New York),https://en.wikipedia.org/wiki/Johnson_City_High_School_(New_York),52395169,New York,high,United States historic place,high school,,http://www.jcschools.com,Johnson City Central School District,361590001375,13790,Q28230517,42.1349,-75.969,0,,"Public high schools in Broome County, New York"
Johnstown High School,https://en.wikipedia.org/wiki/Johnstown_High_School,19508729,New York,high,"High school in Johnstown, New York",high school,,,,361598001381,,Q6268784,43.009994,-74.38353,0,,"Schools in Fulton County, New York"
Jordan-Elbridge High School,https://en.wikipedia.org/wiki/Jordan-Elbridge_High_School,39658529,New York,high,"Public school in Jordan, New York, United States",high school,,http://www.jecsd.org/JordanElbridgeHigh.cfm,Jordan-Elbridge Central School District,361599001386,,Q16878196,43.0474,-76.47262,0,,"Schools in Onondaga County, New York"
Keio Academy of New York,https://en.wikipedia.org/wiki/Keio_Academy_of_New_York,34329056,New York,high,"Private high school in Purchase, New York, United States",school,1990,https://www.keio.edu/page.cfm?p=564,,,10577,Q6383782,41.03113889,-73.71902778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Keio_Academy_of_New_York.jpg/330px-Keio_Academy_of_New_York.jpg,Boarding schools in New York (state)
Kellenberg Memorial High School,https://en.wikipedia.org/wiki/Kellenberg_Memorial_High_School,1274646,New York,high,"School in Uniondale, Nassau, New York, United States",high school,1987,http://www.kellenberg.org/,,,11553,Q6385662,40.71527778,-73.58222222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/20190521_-_Courtyard_Stock_Photos_-_5.jpg/330px-20190521_-_Courtyard_Stock_Photos_-_5.jpg,"Schools in Nassau County, New York"
Kenmore East High School,https://en.wikipedia.org/wiki/Kenmore_East_High_School,11766941,New York,high,Public school,high school,1959,http://www.kenton.k12.ny.us/kentonkehs/site/default.asp,Kenmore-Town of Tonawanda School District,361623001410,,Q6389469,42.99,-78.8343,0,,Public high schools in New York (state)
Kenmore West Senior High School,https://en.wikipedia.org/wiki/Kenmore_West_Senior_High_School,4874905,New York,high,"Public school in Tonawanda, New York, United States",high school,1939,https://kenwest.ktufsd.org/,Kenmore-Town of Tonawanda School District,361623001412,14223,Q6389475,42.9738,-78.8643,0,,Public high schools in New York (state)
Kennedy International School,https://en.wikipedia.org/wiki/Kennedy_International_School,46571183,New York,elementary,School in New York City,school,,https://www.lyceumkennedy.org,,,,Q19876792,40.751047,-73.972402,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Lyceum_Kennedy_International_School_HDR_2022_jeh.jpg/330px-Lyceum_Kennedy_International_School_HDR_2022_jeh.jpg,French international schools in the United States
Kew-Forest School,https://en.wikipedia.org/wiki/Kew-Forest_School,10651923,New York,high,"Private, college preparatory school in Forest Hills, New York",university-preparatory school,1918,http://www.kewforest.org,,,,Q7744153,40.71361111,-73.83333333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Kew_Forest_School_jeh.JPG/330px-Kew_Forest_School_jeh.JPG,Preparatory schools in New York City
Khalil Gibran International Academy,https://en.wikipedia.org/wiki/Khalil_Gibran_International_Academy,12963069,New York,high,Public school in New York City,high school,2007,http://www.khalilgibranhs.org/,,360009205930,11217,Q14706734,40.68594444,-73.97983333,0,,Bilingual schools in the United States
Kings Park High School,https://en.wikipedia.org/wiki/Kings_Park_High_School,3316768,New York,high,"Public secondary school in Kings Park, New York, United States",high school,1964,http://www.kpcsd.org/KingsPark.cfm?subpage=257601,,361626001451,11754,Q6412986,40.88388889,-73.24083333,0,,"Schools in Suffolk County, New York"
Kingsborough Early College Secondary School,https://en.wikipedia.org/wiki/Kingsborough_Early_College_Secondary_School,16360528,New York,high,Public school in New York City,high school,2006,,,360015205926,11214,Q6413126,40.59376667,-73.98588056,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Kingsborough_Early_College_Secondary_School_Field.jpg/330px-Kingsborough_Early_College_Secondary_School_Field.jpg,Public high schools in Brooklyn
Kingston High School (New York),https://en.wikipedia.org/wiki/Kingston_High_School_(New_York),7291915,New York,high,Comprehensive public high school in the United States,high school,1915,,,361629001436,,Q6413538,41.926723,-73.996589,0,,"Schools in Ulster County, New York"
Kinneret Day School,https://en.wikipedia.org/wiki/Kinneret_Day_School,75374803,New York,middle,"Jewish day school in Riverdale, NY",school,,,,,,Q123857973,40.879371,-73.914335,0,,Jewish day schools in New York (state)
Knox District School No. 5,https://en.wikipedia.org/wiki/Knox_District_School_No._5,29214610,New York,,United States historic place,school building,,,,,,Q6423558,42.66055556,-74.04527778,0,,"Schools in Albany County, New York"
La Salle Academy,https://en.wikipedia.org/wiki/La_Salle_Academy,2439060,New York,high,Catholic high school in New York City,religious school,1848,http://www.lasalleacademy.org,,,10003,Q6465083,40.724874,-73.9895779,0,,Lasallian schools in the United States
La Salle Institute,https://en.wikipedia.org/wiki/La_Salle_Institute,7352100,New York,high,"School in Troy, New York, United States",university-preparatory school,1850,http://www.lasalleinstitute.org/,,,12180,Q6465128,,,0,,Lasallian schools in the United States
La Scuola d'Italia Guglielmo Marconi,https://en.wikipedia.org/wiki/La_Scuola_d'Italia_Guglielmo_Marconi,46586914,New York,combined,"Italian international school in Manhattan, New York City",school,,http://lascuoladitalia.org,,,,Q19864879,40.7875,-73.955,0,,Bilingual schools in the United States
LaGrange District Schoolhouse,https://en.wikipedia.org/wiki/LaGrange_District_Schoolhouse,48896514,New York,,United States historic place,one-room school,1862,,,,,Q22060997,41.67388889,-73.80555556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/LaGrange_District_School%2C_Freedom_Plains%2C_NY.jpg/330px-LaGrange_District_School%2C_Freedom_Plains%2C_NY.jpg,One-room schoolhouses in New York (state)
"Lafayette High School (Buffalo, New York)","https://en.wikipedia.org/wiki/Lafayette_High_School_(Buffalo,_New_York)",3191063,New York,high,United States historic place,high school,1903,http://www.buffaloschools.org/Lafayette.cfm?subpage=55,Buffalo Public Schools,360585000314,14213,Q6471423,42.92083333,-78.88472222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Lafayette_High_School2.JPG/330px-Lafayette_High_School2.JPG,"High schools in Buffalo, New York"
Lafayette International High School,https://en.wikipedia.org/wiki/Lafayette_International_High_School,55201251,New York,high,"Public school in Buffalo, New York, United States",high school,2016,http://lafayetteinternationalbuffalo.weebly.com/,Buffalo Public Schools,360585006593,14213,Q41498035,42.92027778,-78.88416667,0,,"High schools in Buffalo, New York"
"Lake Shore High School (Angola, New York)","https://en.wikipedia.org/wiki/Lake_Shore_High_School_(Angola,_New_York)",38914345,New York,high,"High school in Angola, Erie County, New York, United States",high school,,http://www.lakeshore.wnyric.org/site/Default.aspx?PageID=9,,361656001469,14006,Q14706756,42.649,-79.0377,0,,"Schools in Erie County, New York"
"Lakeland High School (Shrub Oak, New York)","https://en.wikipedia.org/wiki/Lakeland_High_School_(Shrub_Oak,_New_York)",3743017,New York,high,"Public high school in Shrub Oak, New York, United States",high school,1972,,Lakeland Central School District,361662001475,10588,Q6478809,41.3250939,-73.8370797,0,,"Public high schools in Westchester County, New York"
Lancaster High School (New York),https://en.wikipedia.org/wiki/Lancaster_High_School_(New_York),1316144,New York,high,"High school in Lancaster, New York, United States",high school,1953,https://www.lancasterschools.org/site/default.aspx?domainid=77,Lancaster Central School District,361668001488,14086,Q6483185,42.929955,-78.670993,0,,Public high schools in New York (state)
Lander College for Men,https://en.wikipedia.org/wiki/Lander_College_for_Men,1729404,New York,,Private men's division of Touro University System,yeshiva,2000,http://lcm.touro.edu/,,,,Q6484416,40.724,-73.815,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Lander_College_for_Men.jpg/330px-Lander_College_for_Men.jpg,Orthodox yeshivas in New York City
Lang School,https://en.wikipedia.org/wiki/Lang_School,29498185,New York,middle,"School in New York, New York, United States",school,2010,,,,10004,Q7745445,40.7149,-74.0061,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/26BwayLangEntrance.jpg/330px-26BwayLangEntrance.jpg,Private middle schools in Manhattan
Lansing High School,https://en.wikipedia.org/wiki/Lansing_High_School,5344079,New York,high,"Secondary school in Lansing, Tompkins County, New York, United States",high school,,http://www.lcsd.k12.ny.us,,361671001490,14882,Q6487459,42.544165,-76.533895,0,,"Schools in Tompkins County, New York"
Lansingburgh High School,https://en.wikipedia.org/wiki/Lansingburgh_High_School,41470171,New York,high,"High school in New York, United States",high school,,,,361674001494,,Q16869284,42.7634,-73.6742,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Lansingburgh_High_School.jpg/330px-Lansingburgh_High_School.jpg,"Schools in Troy, New York"
Lavelle School for the Blind,https://en.wikipedia.org/wiki/Lavelle_School_for_the_Blind,69585507,New York,high,Private school for the blind,school for the blind,,,,,,Q110269846,40.88194444,-73.85361111,0,,Schools for the blind in the United States
"Lawrence High School (Cedarhurst, New York)","https://en.wikipedia.org/wiki/Lawrence_High_School_(Cedarhurst,_New_York)",6071152,New York,high,"High school in Nassau County, New York, United States",high school,,http://www.lawrence.org/,Lawrence Public Schools,361683001505,,Q6504154,40.630115,-73.735168,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Lawrence_High_School%2C_Cedarhurst%2C_NY_August_8%2C_2022_A.jpg/330px-Lawrence_High_School%2C_Cedarhurst%2C_NY_August_8%2C_2022_A.jpg,"Schools in Nassau County, New York"
Lawrence Woodmere Academy,https://en.wikipedia.org/wiki/Lawrence_Woodmere_Academy,20286801,New York,high,"Private school in Woodmere, New York, US",school,1990,http://www.lawrencewoodmere.org/,,,11598,Q6504760,40.6352,-73.714,0,,International schools in New York (state)
Leadership & Public Service High School,https://en.wikipedia.org/wiki/Leadership_&_Public_Service_High_School,8354302,New York,high,Public school in New York City,high school,1993,https://www.leadershipnyc.org/,,360007700692,,Q6508641,40.709271,-74.012094,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Leadership_HS_01.jpg/330px-Leadership_HS_01.jpg,Public high schools in Manhattan
"Lee School (Montour, New York)","https://en.wikipedia.org/wiki/Lee_School_(Montour,_New_York)",25049615,New York,,United States historic place,one-room school,,,,,,Q6514965,42.32777778,-76.84111111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Lee_School%2C_Montour%2C_NY.JPG/330px-Lee_School%2C_Montour%2C_NY.JPG,Schoolhouses in the United States
Lehman Alternative Community School,https://en.wikipedia.org/wiki/Lehman_Alternative_Community_School,2690881,New York,high,"Public school in New York, United States",high school,,,Ithaca City School District,361557001328,,Q6518890,42.4398,-76.5183,0,,Alternative schools in the United States
"Leonardo da Vinci High School (Buffalo, New York)","https://en.wikipedia.org/wiki/Leonardo_da_Vinci_High_School_(Buffalo,_New_York)",9513198,New York,high,"School in Buffalo, Erie County, New York, United States",high school,1999,http://www.buffaloschools.org/DaVinci.cfm,Buffalo Public Schools,360585003275,14201,Q6526122,42.9023,-78.8904,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/DaVinciHigh.JPG/330px-DaVinciHigh.JPG,"High schools in Buffalo, New York"
"Letchworth High School, Gainesville","https://en.wikipedia.org/wiki/Letchworth_High_School,_Gainesville",4799390,New York,high,"Public school in Gainesville, New York, United States",high school,,http://www.letchworth.k12.ny.us/LetchworthHigh.cfm?subpage=7660,,361713001516,14066,Q6533191,42.62944444,-78.115,0,,"Schools in Wyoming County, New York"
Lewis J. Bennett School of Innovative Technology,https://en.wikipedia.org/wiki/Lewis_J._Bennett_School_of_Innovative_Technology,51924547,New York,high,"Public school in Buffalo, New York, United States",school,,,Buffalo Public Schools,,,Q28229172,42.94388889,-78.83222222,0,,"High schools in Buffalo, New York"
Lexington School and Center for the Deaf,https://en.wikipedia.org/wiki/Lexington_School_and_Center_for_the_Deaf,37958038,New York,combined,"Private, state-supported school in East Elmhurst, Queens, New York City, United States",school for the deaf,1865,http://www.lexnyc.org/,,,,Q6537860,,,0,,Schools for the deaf in New York (state)
"Liberty High School (Liberty, New York)","https://en.wikipedia.org/wiki/Liberty_High_School_(Liberty,_New_York)",32851489,New York,high,Public school in the United States,high school,,http://libertyk12.org/HS/highschool_home.cfm,Liberty Central School District,361722001539,,Q6541783,41.80666667,-74.75333333,0,,"Schools in Sullivan County, New York"
Lifeline Center for Child Development,https://en.wikipedia.org/wiki/Lifeline_Center_for_Child_Development,27893444,New York,,School,school,1959,http://www.lifelinecenter.org,,,,Q6545409,40.73886,-73.73285,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Lifeline_center_for_child_development_side_entrance.jpg/330px-Lifeline_center_for_child_development_side_entrance.jpg,Special schools in New York (state)
Lima Christian School,https://en.wikipedia.org/wiki/Lima_Christian_School,26022718,New York,high,"School in Lima, New York, United States",school,,http://www.limachristian.net/,,,14485,Q6548801,42.9162,-77.613,0,,"Schools in Livingston County, New York"
"Lincoln High School (Yonkers, New York)","https://en.wikipedia.org/wiki/Lincoln_High_School_(Yonkers,_New_York)",21517396,New York,high,"School in New York State, U.S.",high school,,http://lincoln.ypschools.org/,Yonkers Public Schools,363192004245,,Q6550737,40.921559,-73.87416,0,,"Public high schools in Yonkers, New York"
"Lincoln School (Hornell, New York)","https://en.wikipedia.org/wiki/Lincoln_School_(Hornell,_New_York)",49437921,New York,,United States historic place,school building,1924,,,,,Q23091880,42.3161,-77.66175,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/LINCOLN_SCHOOL%2C_HORNELL%2C_STEUBEN_COUNTY%2C_NY.jpg/330px-LINCOLN_SCHOOL%2C_HORNELL%2C_STEUBEN_COUNTY%2C_NY.jpg,"Schools in Steuben County, New York"
Lindenhurst Senior High School,https://en.wikipedia.org/wiki/Lindenhurst_Senior_High_School,37482543,New York,high,"Secondary public school in Lindenhurst, New York, United States",high school,1841,http://www.lindenhurstschools.org/,,361738001548,11757,Q6552388,40.6973,-73.3652,0,,"Schools in Suffolk County, New York"
Little Red School House,https://en.wikipedia.org/wiki/Little_Red_School_House,1035615,New York,combined,"School in Manhattan, New York City, New York, US",independent school,1921,http://www.lrei.org,,,,Q6651525,40.72694444,-74.00472222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Little_Red_School_House_%28LREI%29_%2851659532022%29.jpg/330px-Little_Red_School_House_%28LREI%29_%2851659532022%29.jpg,Private K–12 schools in Manhattan
"Little Red Schoolhouse (Brunswick, New York)","https://en.wikipedia.org/wiki/Little_Red_Schoolhouse_(Brunswick,_New_York)",23211120,New York,,United States historic place,one-room school,,,,,,Q1865764,42.75119167,-73.57466667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/LittleRedSchoolhouseBrunswick.jpg/330px-LittleRedSchoolhouseBrunswick.jpg,Schoolhouses in the United States
Liverpool High School,https://en.wikipedia.org/wiki/Liverpool_High_School,4932058,New York,high,"Public school in Liverpool, New York, United States",high school,,https://www.liverpool.k12.ny.us/,Liverpool Central School District,361752001565,13090,Q6658467,43.14833333,-76.21555556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/LiverpoolHighSchool.jpg/330px-LiverpoolHighSchool.jpg,"Schools in Onondaga County, New York"
Lockport High School,https://en.wikipedia.org/wiki/Lockport_High_School,43064527,New York,high,"Public secondary school in Lockport, New York, USA",secondary school,,http://www.lockportschools.org/,Lockport City School District,361767001586,,Q18153728,43.1529,-78.6877,0,,"Schools in Niagara County, New York"
Locust Valley High School,https://en.wikipedia.org/wiki/Locust_Valley_High_School,38560541,New York,high,"High school in Lattingtown, , New York, United States",high school,,,,361770001592,11560,Q6666151,40.8879,-73.592,0,https://upload.wikimedia.org/wikipedia/commons/5/54/LVHS_Logo.png,"Schools in Nassau County, New York"
Long Beach High School (New York),https://en.wikipedia.org/wiki/Long_Beach_High_School_(New_York),5537567,New York,high,"School in Lido Beach, New York, United States",high school,1971,http://www.lbeach.org/schools/long_beach_high_school,Long Beach City School District,361773001599,11561,Q6672299,40.594228,-73.634834,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Army_Reserve_pumps_out_Long_Beach_High_School_%288164298101%29.jpg/330px-Army_Reserve_pumps_out_Long_Beach_High_School_%288164298101%29.jpg,"Schools in Nassau County, New York"
Long Island City High School,https://en.wikipedia.org/wiki/Long_Island_City_High_School,4527805,New York,high,Public school in New York City,high school,1927,,,360010202022,,Q6672669,40.765809,-73.933052,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Long_Island_City_High_School_via_WSM_jeh.jpg/330px-Long_Island_City_High_School_via_WSM_jeh.jpg,"Public high schools in Queens, New York"
Long Island Lutheran Middle and High School,https://en.wikipedia.org/wiki/Long_Island_Lutheran_Middle_and_High_School,8011359,New York,high,"Private, parochial school in Brookville, New York, United States",middle school,1960,http://longislandlutheran.org,,,11545,Q6672703,40.81734722,-73.55048611,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/LuHi_Logo_-_vertical_-_no_text_-_Black_and_Red_-_PNG.png/330px-LuHi_Logo_-_vertical_-_no_text_-_Black_and_Red_-_PNG.png,Preparatory schools in New York (state)
Long Island School for the Gifted,https://en.wikipedia.org/wiki/Long_Island_School_for_the_Gifted,12151163,New York,middle,"Private school in Syosset, New York, USA",school,1980,http://www.lisg.org/,,,,Q6672725,40.821303,-73.390844,0,,"Schools in Nassau County, New York"
Longview School,https://en.wikipedia.org/wiki/Longview_School,30547112,New York,high,"Private, nonprofit school in Brewster , New York, United States",school,2001,http://www.longviewschool.org,,,10509,Q6674469,41.3942,-73.6168,0,,"Schools in Putnam County, New York"
Lower East Side Preparatory High School,https://en.wikipedia.org/wiki/Lower_East_Side_Preparatory_High_School,38882560,New York,high,Public school in New York City,high school,1973,https://sites.google.com/site/nyhslesp/,,360007600624,,Q19572703,40.7202,-73.986,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Lower_East_Side_Preparatory_High_School.jpg/330px-Lower_East_Side_Preparatory_High_School.jpg,Public high schools in Manhattan
Loyola School (New York City),https://en.wikipedia.org/wiki/Loyola_School_(New_York_City),2415946,New York,high,School in New York City,religious school,,http://www.loyolanyc.org/,,,,Q6694600,40.77861111,-73.95875,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/LoyolaSchool_Shield_RGB.png/330px-LoyolaSchool_Shield_RGB.png,Jesuit high schools in the United States
Lynbrook Senior High School,https://en.wikipedia.org/wiki/Lynbrook_Senior_High_School,14365083,New York,high,Public school,high school,,,Lynbrook Union Free School District,361791001606,,Q6708395,40.65388889,-73.6725,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Lynbrook_senior_highschool_entrance.jpg/330px-Lynbrook_senior_highschool_entrance.jpg,Magnet schools in New York (state)
Lyon Street School,https://en.wikipedia.org/wiki/Lyon_Street_School,48658588,New York,,United States historic place,one-room school,1880,,,,,Q23091908,44.60687,-73.45943,0,,One-room schoolhouses in New York (state)
Léman Manhattan Preparatory School,https://en.wikipedia.org/wiki/Léman_Manhattan_Preparatory_School,36107365,New York,combined,"School in New York, United States",university-preparatory school,2011,http://lemanmanhattan.org/,,,10004,Q6710972,40.7058,-74.0111,0,https://upload.wikimedia.org/wikipedia/commons/3/3b/LemMan-Logo.jpg,Private K–12 schools in Manhattan
"MacArthur High School (Levittown, New York)","https://en.wikipedia.org/wiki/MacArthur_High_School_(Levittown,_New_York)",2083383,New York,high,"Public high school in Nassau County, New York, United States",high school,,,Levittown Union Free School District,361716001523,11756,Q6721729,40.70388889,-73.50805556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/MacArthur_HS_Sign.jpg/330px-MacArthur_HS_Sign.jpg,"Schools in Nassau County, New York"
Madrid–Waddington Central School,https://en.wikipedia.org/wiki/Madrid–Waddington_Central_School,20968603,New York,high,Public school in the United States,high school,1991,http://www.mwcsk12.org/,,361809001618,,Q6728641,44.7886,-75.1535,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Madrid-Waddington_Central_School.jpg/330px-Madrid-Waddington_Central_School.jpg,"Schools in St. Lawrence County, New York"
"Main School (Hillburn, New York)","https://en.wikipedia.org/wiki/Main_School_(Hillburn,_New_York)",49583260,New York,,United States historic place,school building,1912,,,,,Q23091910,41.125,-74.16972222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Former_Main_School_building_-_Hillburn%2C_NY_%282010%29.jpg/330px-Former_Main_School_building_-_Hillburn%2C_NY_%282010%29.jpg,"Schools in Rockland County, New York"
Main Street School,https://en.wikipedia.org/wiki/Main_Street_School,29673136,New York,,"Historic place in New York, United States",school building,,,,,,Q6736168,40.8308,-73.6965,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Main_Street_School%2C_Port_Washington%2C_NY_August_9%2C_2025_A.jpg/330px-Main_Street_School%2C_Port_Washington%2C_NY_August_9%2C_2025_A.jpg,"Schools in Nassau County, New York"
Malverne High School,https://en.wikipedia.org/wiki/Malverne_High_School,76405639,New York,high,"Public school in Malverne, New York, United States",high school,,,,,,Q125116632,40.66986111,-73.66111111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Malverne_High_School%2C_Malverne%2C_NY_August_8%2C_2022_A.jpg/330px-Malverne_High_School%2C_Malverne%2C_NY_August_8%2C_2022_A.jpg,Schools in New York (state)
Mamaroneck High School,https://en.wikipedia.org/wiki/Mamaroneck_High_School,14727218,New York,high,"School in Mamaroneck, New York, US",high school,1928,,Mamaroneck Union Free School District,361824001648,10543,Q6745439,40.94237,-73.745813,0,,"Public high schools in Westchester County, New York"
Manhasset Secondary School,https://en.wikipedia.org/wiki/Manhasset_Secondary_School,4222505,New York,high,"Public school in Manhasset, Nassau County, New York, United States",high school,1935,,Manhasset Union Free School District,361827001650,11030,Q6749210,40.79305556,-73.70416667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Manhasset_High_School%2C_August_11%2C_2022.jpg/330px-Manhasset_High_School%2C_August_11%2C_2022.jpg,"Schools in Nassau County, New York"
Manhattan Center for Science and Mathematics,https://en.wikipedia.org/wiki/Manhattan_Center_for_Science_and_Mathematics,5498285,New York,high,Public school in New York City,high school,1982,http://www.mcsmportal.net,,360007904518,,Q15032110,40.79416667,-73.93305556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Manhattan_Center_for_Science_and_Mathematics_east_face_jeh.jpg/330px-Manhattan_Center_for_Science_and_Mathematics_east_face_jeh.jpg,Schools in Harlem
Manhattan Country School,https://en.wikipedia.org/wiki/Manhattan_Country_School,9689651,New York,middle,"Coed, private school in New York, New York, United States",school,1966,http://Manhattancountryschool.org,,,,Q17019949,40.7878,-73.95486,0,,Private K–8 schools in New York (state)
Manhattan Day School,https://en.wikipedia.org/wiki/Manhattan_Day_School,20584692,New York,middle,"Jewish school in Manhattan, New York, United States",Jewish day school,1943,https://www.mdsweb.org/page,,,,Q14706887,40.78202778,-73.98416944,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Manhattan_Day_School_2021_jeh.jpg/330px-Manhattan_Day_School_2021_jeh.jpg,Private middle schools in Manhattan
Manhattan Trade School for Girls,https://en.wikipedia.org/wiki/Manhattan_Trade_School_for_Girls,26413289,New York,high,Former public school in New York City,high school,1902,,,,,Q6749321,40.7391,-73.9853,0,,Girls' schools in New York City
Manhattan Village Academy,https://en.wikipedia.org/wiki/Manhattan_Village_Academy,31876577,New York,high,Public school in New York City,high school,,http://schools.nyc.gov/SchoolPortals/02/M439/default.htm,,360007700584,,Q6749325,40.741868,-73.992019,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Manhattan_Village_academy.jpg/330px-Manhattan_Village_academy.jpg,Public high schools in Manhattan
Manhattan Vocational and Technical High School,https://en.wikipedia.org/wiki/Manhattan_Vocational_and_Technical_High_School,51570686,New York,high,Public school in New York City,school,,,,,,Q28206813,40.783339,-73.945836,0,,Public high schools in Manhattan
Manlius Pebble Hill School,https://en.wikipedia.org/wiki/Manlius_Pebble_Hill_School,3640943,New York,high,"Independent primary & secondary school in DeWitt, NY, United States",school,1869,http://www.mph.net,,,,Q6750600,43.028,-76.0698,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/MPH-150th-Anniversary-banner.jpg/330px-MPH-150th-Anniversary-banner.jpg,National Association of Independent Schools
Manumit School,https://en.wikipedia.org/wiki/Manumit_School,2317155,New York,high,Progressive Christian socialist boarding school,boarding school,1924,,,,,Q6753162,,,0,,Boarding schools in New York (state)
Maplebrook School,https://en.wikipedia.org/wiki/Maplebrook_School,5357646,New York,,"Co-ed private, boarding school in Amenia, New York, United States",school,1945,http://www.maplebrookschool.org/,,,,Q6754023,41.86499167,-73.54548889,0,,"Schools in Dutchess County, New York"
Marathon High School (New York),https://en.wikipedia.org/wiki/Marathon_High_School_(New_York),38560836,New York,high,"Combined middle and high school in Marathon, New York, United States",high school,,,,361845001661,13803,Q6755011,42.4414,-76.0344,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Marathon_High_School%2C_Marathon%2C_New_York_%28Cortland_County%29.jpg/330px-Marathon_High_School%2C_Marathon%2C_New_York_%28Cortland_County%29.jpg,"Schools in Cortland County, New York"
Marble Schoolhouse,https://en.wikipedia.org/wiki/Marble_Schoolhouse,28540549,New York,,United States historic place,school building,1835,,,,,Q6755220,40.93138889,-73.81138889,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Marble_schoolhouse_800.jpg/330px-Marble_schoolhouse_800.jpg,One-room schoolhouses in New York (state)
Marcellus High School,https://en.wikipedia.org/wiki/Marcellus_High_School,15730012,New York,high,"Public school in Marcellus, New York, United States",high school,,,Marcellus Central School District,361848001665,,Q6756468,42.991,-76.34,0,,"Schools in Onondaga County, New York"
